x,y,h,w,c_x,c_y,class
275.00183,20.250149,350.59375,121.255554,335,195,5
282.34894,19.591055,366.64456,125.151306,344,202,5
282.49194,19.633112,365.03888,124.00336,344,202,5
281.59082,19.160013,367.92624,125.33258,344,203,5
280.03503,17.118015,374.5651,127.153076,343,204,5
280.54395,19.046259,368.74496,127.28381,344,203,5
279.4171,17.884369,371.03873,129.20435,344,203,5
278.9957,17.950745,371.0246,129.67969,343,203,5
279.04156,18.348183,370.4415,130.05707,344,203,5
278.90182,18.966494,370.71,131.59933,344,204,5
279.13058,18.97535,369.765,130.72055,344,203,5
279.4703,18.78675,369.6392,129.48746,344,203,5
277.91882,18.196922,371.00897,133.63184,344,203,5
279.54376,19.96944,367.84003,130.26636,344,203,5
278.70868,20.370098,368.13147,133.95416,345,204,5
278.2835,20.40726,365.97025,134.78015,345,203,5
278.80542,20.962013,366.65848,133.61646,345,204,5
278.7616,20.997992,362.90314,135.61346,346,202,5
279.03094,21.369709,365.39383,133.70877,345,204,5
278.0061,21.854797,363.76315,136.37222,346,203,5
279.43802,21.497883,365.17548,134.6636,346,204,5
279.30002,20.600552,365.9883,136.94128,347,203,5
279.8022,21.168953,364.67337,135.70425,347,203,5
279.86017,22.435856,362.64893,135.13379,347,203,5
278.4056,21.495838,367.8973,138.23416,347,205,5
280.3348,22.543186,363.40686,135.29141,347,204,5
278.6452,22.005672,365.16006,138.08423,347,204,5
279.24176,22.707638,365.05148,137.58792,348,205,5
279.18552,21.342186,364.59045,136.48691,347,203,5
279.61118,22.160997,364.913,137.12024,348,204,5
281.20694,22.555676,364.6049,134.80215,348,204,5
279.7095,22.813469,365.71875,135.87555,347,205,5
279.55963,22.299858,364.58676,137.08908,348,204,5
280.00247,23.744186,366.3905,137.1203,348,206,5
279.48907,23.051704,363.38535,139.76807,349,204,5
280.6915,23.48661,362.19067,138.98105,350,204,5
281.52872,23.479815,363.33972,135.46954,349,205,5
282.32062,23.255295,364.36206,135.82895,350,205,5
281.94843,24.085608,363.73694,135.22931,349,205,5
281.32016,23.379965,365.3328,137.0358,349,206,5
282.7152,25.138878,359.89426,134.49548,349,205,5
282.39438,24.361982,362.30447,136.1908,350,205,5
282.46057,22.597233,362.24417,135.87646,350,203,5
281.57086,23.038445,364.1032,136.68726,349,205,5
281.82867,23.40457,364.07904,137.70905,350,205,5
283.13678,24.141956,361.22592,134.7008,350,204,5
282.09583,23.346935,363.7243,134.49908,349,205,5
283.09833,23.908096,362.24976,135.86176,351,205,5
281.8419,24.182396,362.76846,135.78683,349,205,5
282.2855,23.952068,361.0118,137.84799,351,204,5
281.25476,23.313704,364.93896,136.98987,349,205,5
282.3852,24.34151,361.2544,136.83417,350,204,5
282.68396,23.824066,361.25674,135.96448,350,204,5
281.6681,22.825212,366.18628,137.10486,350,205,5
281.73285,23.83235,360.971,136.37146,349,204,5
282.02142,23.87103,361.37338,135.79285,349,204,5
282.33197,24.342941,362.2467,134.25494,349,205,5
281.77032,23.086468,361.81223,136.4891,350,203,5
282.53815,24.039717,362.2471,133.73267,349,205,5
281.325,23.679127,364.17734,137.46704,350,205,5
281.39743,23.563114,362.45355,136.81989,349,204,5
281.62,24.081501,361.0563,136.17142,349,204,5
