x,y,h,w,c_x,c_y,class
301.44717,17.78027,465.005,144.31918,373,250,3
302.80048,18.84327,461.93546,141.28949,373,249,3
301.75473,17.740875,464.02628,143.35468,373,249,3
302.46655,17.484642,464.16852,142.98602,373,249,3
303.04156,16.914768,464.5283,141.69748,373,249,3
303.1212,16.494713,462.7178,141.31174,373,247,3
304.3688,16.72062,463.2316,140.3605,374,248,3
305.4813,19.963917,458.47876,139.41461,375,249,3
304.45224,17.534393,463.0326,140.16675,374,249,3
304.4126,18.058533,460.5213,140.81989,374,248,3
304.0425,20.8257,457.4878,140.81259,374,249,3
305.409,16.894398,462.93048,140.44482,375,248,3
303.46948,19.588467,458.89645,141.51825,374,249,3
305.63998,19.721645,459.61386,138.98447,375,249,3
305.33838,18.166164,461.00516,140.28403,375,248,3
304.80392,22.025585,458.42603,141.04553,375,251,3
306.1665,18.268919,462.47882,139.78766,376,249,3
306.24243,21.125078,458.00153,137.69754,375,250,3
305.11063,19.456345,460.44342,139.44046,374,249,3
307.16156,20.132246,459.59,139.22256,376,249,3
305.06848,22.01929,457.40778,139.97333,375,250,3
304.43723,21.794243,457.0667,140.6542,374,250,3
304.55875,23.74526,455.35684,139.59525,374,251,3
304.30002,23.122887,455.8497,141.50333,375,251,3
304.69702,21.077528,456.5779,139.98483,374,249,3
305.5017,20.44617,457.4429,140.14276,375,249,3
304.2703,22.354416,454.74194,139.30704,373,249,3
301.43765,18.074757,459.64355,142.82034,372,247,3
301.62354,15.932364,461.09778,141.01273,372,246,3
297.08868,5.5936146,469.3181,145.95172,370,240,3
296.23846,-0.64674854,477.6794,145.7782,369,238,3
295.54538,-1.1067152,479.00015,145.58221,368,238,3
293.84564,0.11764526,474.54916,147.00586,367,237,3
294.4864,0.28102398,472.06653,145.29504,367,236,3
296.74817,-6.162429,477.1542,141.83173,367,232,3
295.76312,-7.517023,481.5537,141.8135,366,233,3
296.85565,-7.2422075,477.90475,141.1236,367,231,3
296.49927,-6.524477,478.28665,141.83585,367,232,3
296.3239,-6.608691,478.80344,142.03827,367,232,3
